Orthogroup	Felis_catus	Puma_concolor
OG0000879	XP_023096558.1	XP_025773977.1
OG0000879	XP_023096557.1	XP_025773976.1
OG0000879	XP_023096555.1, XP_023096556.1	XP_025773975.1
OG0000880	XP_023097057.1, XP_023097052.1, XP_023097055.1, XP_023097056.1, XP_023097054.1, XP_023097053.1	XP_025789015.1
OG0000881	XP_023097266.1, XP_023097267.1, XP_023097265.1, XP_023097270.1, XP_023097268.1, XP_023097269.1	XP_025789252.1
OG0000882	XP_023098438.1	XP_025778911.1
OG0000882	XP_023098437.1, XP_023098436.1	XP_025778987.1, XP_025778817.1, XP_025778846.1
OG0000883	XP_023098775.1, XP_023098776.1, XP_023098778.1, XP_023098772.1, XP_023098777.1, XP_023098773.1	XP_025779585.1
OG0000884	XP_023098847.1, XP_023098845.1, XP_023098846.1, XP_023098843.1, XP_023098842.1, XP_023098844.1	XP_025779635.1
OG0000885	XP_023099104.1, XP_023099105.1, XP_023099103.1, XP_023099106.1, XP_023099102.1, XP_023099101.1	XP_025787383.1
OG0000886	XP_023100251.1, XP_023100253.1, XP_023100254.1, XP_023100255.1, XP_023100256.1, XP_023100252.1	XP_025777392.1
OG0000887	XP_023100335.1, XP_023100336.1, XP_023100339.1, XP_023100340.1, XP_023100337.1, XP_023100338.1	XP_025773261.1
OG0000888	XP_023105473.1, XP_023101619.1	XP_025770187.1, XP_025770190.1
OG0000888	XP_023100651.1	XP_025770188.1, XP_025770191.1
OG0000889	XP_023100775.1, XP_023100762.1, XP_023100773.1, XP_023100758.1, XP_023100771.1, XP_023100768.1	XP_025771528.1
OG0000890	XP_023101393.1, XP_023101398.1, XP_023101397.1, XP_023101396.1, XP_023101395.1, XP_023101399.1	XP_025776356.1
OG0000891	XP_023101427.1, XP_023101423.1, XP_023101426.1, XP_023101424.1, XP_023101425.1, XP_023101428.1	XP_025770068.1
OG0000892	XP_023101490.1, XP_023101488.1, XP_023101489.1, XP_023101491.1, XP_023101486.1, XP_023101487.1	XP_025770129.1
OG0000893	XP_023101679.1, XP_023101678.1, XP_023101676.1, XP_023101681.1, XP_023101680.1, XP_023101677.1	XP_025770051.1
OG0000894	XP_023102235.1, XP_023102231.1, XP_023102230.1, XP_023102232.1, XP_023102234.1, XP_023102233.1	XP_025778858.1
OG0000895	XP_023102997.1, XP_023102994.1, XP_023102991.1, XP_023102992.1, XP_023102996.1, XP_023102993.1	XP_025770925.1
OG0000896	XP_023103455.1, XP_023103456.1, XP_023103457.1, XP_023103459.1, XP_023103458.1, XP_023103460.1	XP_025770975.1
OG0000897	XP_023103735.1, XP_023103737.1, XP_023103736.1, XP_023103738.1, XP_023103734.1, XP_023103733.1	XP_025770949.1
OG0000898	XP_023104289.1, XP_023104288.1, XP_023104286.1, XP_023104287.1	XP_025778453.1
OG0000898	XP_023104290.1	XP_025778454.1
OG0000899	XP_023104431.1, XP_023104434.1, XP_023104435.1, XP_023104436.1, XP_023104432.1, XP_023104433.1	XP_025778828.1
OG0000900	XP_023104577.1, XP_023104542.1, XP_023104489.1, XP_023104500.1, XP_023104557.1, XP_023104456.1	XP_025779468.1
OG0000901	XP_023104511.1, XP_023104509.1, XP_023104510.1, XP_023104506.1, XP_023104508.1, XP_023104507.1	XP_025778729.1
OG0000902	XP_023104512.1, XP_023104514.1, XP_023104516.1, XP_023104515.1, XP_023104513.1	XP_025778730.1, XP_025778731.1
OG0000903	XP_023104531.1, XP_023104533.1, XP_023104532.1, XP_023104534.1, XP_023104535.1, XP_023104536.1	XP_025778550.1
OG0000904	XP_023104832.1, XP_023104829.1, XP_023104831.1, XP_023104830.1, XP_023104833.1, XP_023104834.1	XP_025790338.1
OG0000905	XP_023105773.1, XP_023105772.1, XP_023105770.1, XP_023105768.1, XP_023105769.1, XP_023105771.1	XP_025778027.1
OG0000906	XP_023105936.1	XP_025778657.1, XP_025778649.1
OG0000906	XP_023105939.1	XP_025778664.1, XP_025778671.1, XP_025778678.1
OG0000907	XP_023106066.1, XP_023106065.1, XP_023106064.1, XP_023106060.1, XP_023106063.1, XP_023106061.1	XP_025785598.1
OG0000908	XP_023106564.1, XP_023106562.1, XP_023106557.1, XP_023106558.1, XP_023106559.1, XP_023106560.1	XP_025785206.1
OG0000909	XP_023106663.1, XP_023106657.1, XP_023106659.1, XP_023106658.1, XP_023106661.1, XP_023106660.1	XP_025785202.1
OG0000910	XP_023106669.1, XP_023106668.1, XP_023106671.1, XP_023106670.1	XP_025780038.1
OG0000910	XP_023106672.1	XP_025780039.1
OG0000911	XP_023106782.1, XP_023106783.1, XP_023106780.1, XP_023106781.1, XP_023106785.1, XP_023106784.1	XP_025787897.1
OG0000912	XP_023107944.1, XP_023107150.1, XP_023107945.1, XP_023107151.1	XP_025787699.1, XP_025787698.1, XP_025788489.1
OG0000913	XP_023107529.1, XP_023107528.1, XP_023107530.1	XP_025788341.1, XP_025788340.1, XP_025788342.1, XP_025788343.1
OG0000914	XP_023107707.1, XP_023107708.1, XP_023107709.1, XP_023107706.1, XP_023107704.1, XP_023107705.1	XP_025782977.1
OG0000915	XP_023107740.1, XP_023107737.1, XP_023107736.1, XP_023107739.1, XP_023107741.1, XP_023107738.1	XP_025782970.1
OG0000916	XP_023107924.1, XP_023107923.1, XP_023107925.1, XP_023107926.1, XP_023107922.1, XP_023107928.1	XP_025783233.1
OG0000917	XP_023108722.1, XP_023108720.1, XP_023108724.1, XP_023108725.1, XP_023108726.1, XP_023108723.1	XP_025778183.1
OG0000918	XP_023108773.1, XP_023108774.1, XP_023108776.1, XP_023108772.1, XP_023108771.1, XP_023108777.1	XP_025777947.1
OG0000919	XP_023108972.1	XP_025778174.1, XP_025778173.1, XP_025778176.1
OG0000919	XP_023108975.1	XP_025778178.1, XP_025778175.1
OG0000920	XP_023109440.1, XP_023109445.1, XP_023109444.1, XP_023109446.1, XP_023109441.1, XP_023109442.1	XP_025772908.1
OG0000921	XP_023113427.1	XP_025782278.1
OG0000921	XP_023113429.1, XP_023113428.1, XP_023109678.1, XP_023109677.1	XP_025781847.1
OG0000922	XP_023110887.1, XP_023110888.1, XP_023110889.1, XP_023110891.1, XP_023110890.1, XP_023110892.1	XP_025774966.1
OG0000923	XP_023111012.1, XP_023111011.1, XP_023111014.1, XP_023111010.1, XP_023111009.1, XP_023111013.1	XP_025775484.1
OG0000924	XP_023111502.1, XP_023111501.1	XP_025774397.1
OG0000924	XP_023111503.1	XP_025774399.1, XP_025774400.1, XP_025774398.1
OG0000925	XP_023112117.1, XP_023112114.1, XP_023112115.1, XP_023112118.1, XP_023112113.1, XP_023112116.1	XP_025786783.1
OG0000926	XP_023112238.1, XP_023112239.1, XP_023112234.1, XP_023112236.1, XP_023112237.1, XP_023112235.1	XP_025786749.1
OG0000927	XP_023112956.1, XP_023112955.1, XP_023112958.1, XP_023112954.1, XP_023112957.1, XP_023112959.1	XP_025782710.1
OG0000928	XP_023113354.1, XP_023113353.1, XP_023113352.1, XP_023113349.1, XP_023113351.1, XP_023113350.1	XP_025782305.1
OG0000929	XP_023113437.1, XP_023113436.1, XP_023113435.1, XP_023113434.1, XP_023113438.1, XP_023113433.1	XP_025782275.1
OG0000930	XP_023113671.1, XP_023113674.1, XP_023113670.1, XP_023113669.1, XP_023113668.1, XP_023113664.1	XP_025767938.1
OG0000931	XP_023113755.1, XP_023113754.1, XP_023113756.1, XP_023113753.1, XP_023113757.1, XP_023113758.1	XP_025768152.1
OG0000932	XP_023113902.1, XP_023113901.1, XP_023113898.1, XP_023113899.1, XP_023113897.1, XP_023113896.1	XP_025780730.1
OG0000933	XP_023113949.1, XP_023113948.1, XP_023113953.1, XP_023113952.1, XP_023113950.1, XP_023113954.1	XP_025780912.1
OG0000934	XP_023113965.1, XP_023113966.1, XP_023113967.1, XP_023113964.1, XP_023113963.1, XP_023113968.1	XP_025780928.1
OG0000935	XP_023115481.1, XP_023115477.1, XP_023115478.1, XP_023115479.1, XP_023115476.1, XP_023115480.1	XP_025785891.1
OG0000936	XP_023115674.1, XP_023115675.1, XP_023115669.1, XP_023115668.1, XP_023115667.1, XP_023115678.1	XP_025768558.1
OG0000937	XP_023116042.1, XP_023116041.1, XP_023116040.1, XP_023116043.1	XP_025769746.1
OG0000937	XP_023116045.1	XP_025769747.1
OG0000938	XP_023116569.1, XP_023116570.1, XP_023116575.1, XP_023116576.1, XP_023116572.1, XP_023116564.1	XP_025769473.1
OG0000939	XP_019691506.2, XP_019691505.2, NP_001009225.1	XP_025768102.1
OG0000939	XP_019691504.2	XP_025768101.1
OG0000940	NP_001009850.1, XP_011278812.1, XP_006929413.1, XP_006929412.1, XP_006929414.1	XP_025785543.1
OG0000941	XP_019673997.1, XP_019673995.1, XP_019673994.1, XP_019673996.1, NP_001036821.1	XP_025776644.1
OG0000942	XP_019672551.1	XP_025780422.1
OG0000942	XP_023097571.1, XP_023098141.1, NP_001041627.1	XP_025780423.1
OG0000943	XP_006939996.1, XP_023099168.1	XP_025775032.1
OG0000943	NP_001107812.1	XP_025775038.1, XP_025775025.1
OG0000944	XP_023096426.1, XP_023096432.1, XP_006928808.2, XP_023096418.1, NP_001124311.1	XP_025771722.1
OG0000945	NP_001129441.1, XP_006928702.1, XP_019670187.1, XP_019670185.1	XP_025771803.1, XP_025771804.1
OG0000946	XP_006943396.1	XP_025778507.1
OG0000946	NP_001278431.1, NP_001288663.1	XP_025778505.1, XP_025778506.1
OG0000947	XP_011287639.1, XP_019672439.1, XP_019672438.1, XP_019672437.1, NP_001295975.1	XP_025783478.1
OG0000948	XP_019685767.1, XP_003980673.2	XP_025775977.1, XP_025775978.1, XP_025775976.1, XP_025775980.1
OG0000949	XP_006930670.2	XP_025788872.1
OG0000949	XP_003980817.1	XP_025779505.1, XP_025779504.1, XP_025779503.1
OG0000950	XP_011280810.1	XP_025779885.1
OG0000950	XP_003980886.1	XP_025779883.1, XP_025779882.1, XP_025779884.1
OG0000951	XP_003981002.1	XP_025779245.1, XP_025779246.1
OG0000951	XP_019689537.1, XP_003981004.1	XP_025779247.1
OG0000952	XP_011282339.1	XP_025780869.1
OG0000952	XP_003981068.1	XP_025780867.1
OG0000952	XP_003981069.2	XP_025780868.1
OG0000953	XP_019691662.1	XP_025779512.1
OG0000953	XP_019691666.1, XP_023113633.1, XP_003981160.1	XP_025779513.1
OG0000954	XP_003981324.1	XP_025780696.1
OG0000954	XP_006927983.1	XP_025780695.1
OG0000954	XP_003981322.1	XP_025780694.1
OG0000955	XP_003981431.2	XP_025780196.1, XP_025780195.1, XP_025780197.1
OG0000955	XP_019666070.2	XP_025780198.1
OG0000956	XP_003981514.1, XP_003981515.1, XP_006928121.1, XP_006928120.1, XP_019667603.1	XP_025780402.1
OG0000957	XP_019671305.1, XP_003981746.1, XP_006928332.1	XP_025771826.1, XP_025771827.1, XP_025771825.1
OG0000958	XP_003981777.1, XP_006928365.1, XP_006928364.1, XP_023100162.1, XP_019672067.1	XP_025772194.1
OG0000959	XP_006928446.1, XP_003981892.1	XP_025771887.1
OG0000959	XP_006928447.1	XP_025771889.1, XP_025771890.1
OG0000960	XP_006928524.1, XP_006928523.1, XP_006928526.1, XP_019673610.1, XP_003981959.1	XP_025772325.1
OG0000961	XP_019685905.1, XP_003985959.1, XP_006928559.1, XP_003981991.1	XP_025772739.1, XP_025772026.1
OG0000962	XP_006928599.1	XP_025771893.1, XP_025771892.1
OG0000962	XP_003982045.1	XP_025771615.1, XP_025771918.1
OG0000963	XP_003982204.2, XP_006928772.2, XP_006928771.2	XP_025771876.1, XP_025771875.1, XP_025771874.1
OG0000964	XP_003982206.1, XP_023104229.1, XP_023104237.1, XP_023104231.1, XP_023104226.1	XP_025771713.1
OG0000965	XP_003982212.1	XP_025772405.1
OG0000965	XP_003982211.1	XP_025772403.1, XP_025772404.1, XP_025772406.1
OG0000966	XP_006928740.1, XP_003982228.1	XP_025771817.1, XP_025771818.1, XP_025771819.1, XP_025771820.1
OG0000967	XP_003982258.1	XP_025771957.1
OG0000967	XP_006928815.1	XP_025771956.1, XP_025771953.1, XP_025771955.1
OG0000968	XP_019677160.1, XP_006928833.1, XP_003982281.1, XP_019677164.1, XP_019677166.1	XP_025771849.1
OG0000969	XP_019677965.2, XP_003982334.2, XP_019677957.2, XP_006928898.2, XP_019677969.2	XP_025772006.1
OG0000970	XP_011278480.1	XP_025776685.1
OG0000970	XP_019680496.1	XP_025776670.1
OG0000970	XP_003982497.1	XP_025776678.1
OG0000971	XP_019680534.1, XP_006929041.1, XP_006929042.1, XP_006929040.1, XP_003982514.1	XP_025778407.1
OG0000972	XP_023106055.1, XP_023106056.1, XP_023106057.1, XP_023106058.1, XP_003982748.2	XP_025785623.1
OG0000973	XP_011278648.1, XP_011278649.1, XP_003982755.2, XP_019680946.1, XP_019680947.1	XP_025785262.1
OG0000974	XP_019681062.1, XP_023106136.1, XP_019681063.1, XP_003982829.1, XP_006929251.1	XP_025785068.1
OG0000975	XP_006929371.1	XP_025785314.1
OG0000975	XP_003982995.1	XP_025785313.1
OG0000975	XP_003982994.1	XP_025785312.1
OG0000976	XP_023106287.1	XP_025785617.1, XP_025785620.1, XP_025785619.1
OG0000976	XP_003983032.1	XP_025785616.1
OG0000977	XP_023106419.1, XP_023106417.1, XP_023106418.1, XP_023106416.1, XP_003983173.2	XP_025785149.1
OG0000978	XP_023097513.1	XP_025785402.1
OG0000978	XP_003983220.2	XP_025785495.1
OG0000978	XP_023106446.1	XP_025785490.1
OG0000979	XP_019681917.1, XP_003983433.1, XP_006929725.1, XP_023106872.1, XP_023106873.1	XP_025788155.1
OG0000980	XP_019682006.1, XP_006929787.1, XP_006929786.2, XP_003983486.1, XP_003983488.1	XP_025788412.1
OG0000981	XP_003983602.1, XP_023107035.1, XP_006929847.1, XP_006929850.1, XP_006929848.1	XP_025787562.1
OG0000982	XP_003983607.1, XP_006929855.1, XP_006929854.1, XP_006929856.1, XP_023107047.1	XP_025788268.1
OG0000983	XP_019682243.1, XP_019682244.1, XP_003983688.2, XP_019682247.1, XP_019682245.1	XP_025788474.1
OG0000984	XP_019682274.1, XP_019682275.1, XP_019682272.1, XP_019682271.1, XP_003983725.1	XP_025787574.1
OG0000985	XP_019682284.1, XP_019682286.1, XP_003983783.1, XP_006929984.1, XP_019682285.1	XP_025788486.1
OG0000986	XP_006930070.1, XP_006930069.1, XP_011279273.1, XP_003983901.1	XP_025787498.1, XP_025787497.1
OG0000987	XP_023107358.1, XP_006930109.2, XP_003983953.2, XP_006930108.2	XP_025787629.1, XP_025787628.1
OG0000988	XP_019682716.2, XP_019682718.2, XP_019682719.2, XP_003984023.2, XP_019682715.2	XP_025787915.1
OG0000989	XP_003984089.1	XP_025788215.1
OG0000989	XP_006930194.1, XP_019682844.1	XP_025788217.1, XP_025788216.1
OG0000990	XP_023107541.1, XP_023107540.1, XP_003984180.1, XP_023107543.1, XP_023107542.1	XP_025787545.1
OG0000991	XP_019683005.1	XP_025788054.1
OG0000991	XP_003984191.1, XP_019683006.1, XP_006930273.1	XP_025788055.1
OG0000992	XP_003984308.1, XP_019683142.1, XP_019683143.1, XP_006930363.1, XP_006930362.1	XP_025783071.1
OG0000993	XP_019683907.1, XP_019683908.1, XP_003984690.1, XP_019683909.1, XP_023108188.1	XP_025788928.1
OG0000994	XP_011279784.1	XP_025777746.1
OG0000994	XP_011279783.1, XP_003984783.1, XP_006930730.1	XP_025777745.1
OG0000995	XP_006930854.1, XP_006930853.1, XP_019684317.1, XP_019684318.1, XP_003984942.1	XP_025777750.1
OG0000996	XP_003985062.1, XP_003985061.1, XP_023108581.1, XP_019684525.1, XP_006930932.1	XP_025777425.1
OG0000997	XP_003985362.1	XP_025777090.1
OG0000997	XP_006931145.1	XP_025777088.1
OG0000997	XP_003985361.1	XP_025777089.1
OG0000998	XP_019685311.1, XP_003985562.1, XP_019685310.1	XP_025777605.1
OG0000998	XP_019685309.1	XP_025777604.1
OG0000999	XP_023109288.1, XP_023109289.1, XP_023109290.1	XP_025777644.1
OG0000999	XP_003985590.1	XP_025777643.1
OG0001000	XP_003985752.1, XP_019687238.1, XP_006931445.1, XP_006931446.1, XP_006931447.1	XP_025772758.1
OG0001001	XP_019685928.1, XP_003985983.1, XP_019685927.1, XP_019685929.1, XP_003985982.1	XP_025773144.1
OG0001002	XP_003986017.1, XP_019685951.1, XP_019685950.1, XP_023109528.1, XP_006931651.1	XP_025773137.1
OG0001003	XP_003986180.1	XP_025781824.1
OG0001003	XP_023113580.1, XP_023113579.1, XP_023113606.1	XP_025783685.1
OG0001004	XP_019686211.1, XP_003986247.2, XP_006931832.1, XP_011280509.1, XP_006931833.1	XP_025781181.1
OG0001005	XP_019686534.1, XP_019686533.1, XP_003986441.1, XP_023109953.1, XP_019686535.1	XP_025781614.1
OG0001006	XP_003986444.1, XP_023109956.1, XP_023109955.1	XP_025781055.1, XP_025781054.1, XP_025781053.1
OG0001007	XP_006932177.1, XP_006932176.1, XP_003986722.1	XP_025781464.1, XP_025781466.1, XP_025781465.1
OG0001008	XP_003986789.1, XP_011281010.1, XP_023110568.1, XP_006932250.1, XP_023110567.1	XP_025775730.1
OG0001009	XP_019687476.1, XP_019687477.1, XP_019687474.1, XP_003986896.1	XP_025774606.1, XP_025774604.1
OG0001010	XP_006932389.1, XP_006932388.1	XP_025774392.1
OG0001010	XP_006932390.1, XP_003986950.1	XP_025774391.1
OG0001011	XP_003987518.1	XP_025774478.1
OG0001011	XP_003987519.1	XP_025774477.1
OG0001011	XP_003987517.1	XP_025774476.1
OG0001012	XP_003987587.1	XP_025775322.1
OG0001012	XP_003987586.1	XP_025775323.1
OG0001012	XP_006932864.1	XP_025775324.1
OG0001013	XP_003987772.3, XP_019688675.2, XP_006932968.3, XP_019688671.2, XP_019688672.2	XP_025775741.1
OG0001014	XP_019679793.1	XP_025789832.1
OG0001014	XP_003988121.1	XP_025786027.1
OG0001014	XP_019679792.1	XP_025789833.1
OG0001015	XP_003988153.2	XP_025786576.1
OG0001015	XP_006933300.2, XP_006933301.2	XP_025786578.1, XP_025786577.1
OG0001016	XP_023112112.1, XP_019689501.2, XP_003988161.3	XP_025786562.1, XP_025786560.1, XP_025786561.1
OG0001017	XP_003988318.2, XP_019689892.2, XP_006933462.2, XP_019689896.2, XP_019689895.2	XP_025786187.1
OG0001018	XP_006933525.1, XP_003988382.1, XP_023112500.1, XP_023112499.1	XP_025786080.1, XP_025786079.1
OG0001019	XP_019690020.1, XP_011282091.1, XP_011282092.1, XP_003988421.2	XP_025786487.1, XP_025786489.1
OG0001020	XP_006933550.1	XP_025786344.1, XP_025786342.1
OG0001020	XP_003988426.1, XP_011282089.1	XP_025786341.1
OG0001021	XP_006933558.1	XP_025786070.1
OG0001021	XP_003988430.3, XP_006933557.2, XP_019690031.1	XP_025786071.1
OG0001022	XP_006933871.1, XP_006933870.1, XP_019690630.1, XP_003988932.1, XP_019690631.1	XP_025782647.1
OG0001023	XP_023112909.1, XP_006933874.1	XP_025782429.1
OG0001023	XP_006933875.1, XP_003988934.1	XP_025782430.1
OG0001024	XP_019690636.1	XP_025782370.1
OG0001024	XP_019690635.1	XP_025782369.1
OG0001024	XP_003988940.1	XP_025782371.1
OG0001025	XP_019690656.1, XP_019690657.1, XP_006933892.1, XP_003988969.1, XP_006933891.1	XP_025782125.1
OG0001026	XP_003989005.1	XP_025782562.1
OG0001026	XP_006933920.1	XP_025782561.1, XP_025782563.1, XP_025782560.1
OG0001027	XP_006933996.1, XP_003989170.1	XP_025782342.1, XP_025782345.1, XP_025782344.1, XP_025782343.1
OG0001028	XP_003989301.1, XP_019691113.1, XP_019691110.1, XP_019691112.1, XP_023113486.1	XP_025782262.1
OG0001029	XP_006934448.2, XP_006934447.2, XP_003989683.2	XP_025789502.1, XP_025789511.1, XP_025789494.1
OG0001030	XP_003989720.1, XP_003989718.1	XP_025788870.1
OG0001030	XP_006934476.1	XP_025788858.1, XP_025788861.1
OG0001031	XP_003989739.1	XP_025790906.1
OG0001031	XP_019692006.1	XP_025790905.1
OG0001031	XP_006934491.1	XP_025790907.1
OG0001032	XP_003989823.1, XP_023114151.1, XP_019692059.1, XP_006934551.1, XP_006934550.1	XP_025781761.1
OG0001033	XP_006934611.1, XP_019692176.1, XP_011283047.1, XP_011283048.1, XP_003989886.1	XP_025788954.1
OG0001034	XP_003989892.1	XP_025788943.1
OG0001034	XP_023114212.1	XP_025788932.1, XP_025788935.1, XP_025788934.1
OG0001035	XP_003989949.1	XP_025789115.1
OG0001035	XP_006934662.1, XP_011283012.1, XP_023114292.1	XP_025789108.1
OG0001036	XP_011282976.1	XP_025790648.1
OG0001036	XP_003990042.1	XP_025790646.1, XP_025790647.1, XP_025790649.1
OG0001037	XP_003990258.1, XP_023114537.1, XP_023114536.1, XP_023114539.1, XP_023114538.1	XP_025768029.1
OG0001038	XP_003990423.1, XP_006935011.1, XP_006935012.1	XP_025768589.1, XP_025768590.1, XP_025768591.1
OG0001039	XP_003990529.1	XP_025789706.1
OG0001039	XP_019693202.1	XP_025789697.1, XP_025789716.1, XP_025789688.1
OG0001040	XP_023114903.1, XP_023114904.1, XP_023114905.1, XP_003990653.1, XP_019693380.1	XP_025768293.1
OG0001041	XP_006935215.2, XP_023114940.1, XP_003990683.2, XP_019693414.2	XP_025790725.1, XP_025790726.1
OG0001042	XP_023115095.1	XP_025789007.1
OG0001042	XP_003990814.3	XP_025788991.1
OG0001042	XP_023115094.1	XP_025788998.1
OG0001043	XP_019694273.1, XP_003991216.1	XP_025788301.1
OG0001043	XP_019694274.1	XP_025788286.1, XP_025788294.1
OG0001044	XP_023094427.1, XP_023094428.1, XP_003991408.1, XP_019694873.1, XP_006935880.1	XP_025768846.1
OG0001045	XP_019695172.1, XP_003991627.1, XP_019695171.1, XP_006936053.1, XP_019695167.1	XP_025769295.1
OG0001046	XP_019695398.1	XP_025769736.1
OG0001046	XP_019695399.1, XP_023115983.1, XP_003991743.1	XP_025769737.1
OG0001047	XP_006936221.1, XP_003991804.1, XP_006936219.1, XP_006936220.1	XP_025769130.1, XP_025769129.1
OG0001048	XP_019666017.1	XP_025769935.1
OG0001048	XP_019666019.1, XP_003991976.1	XP_025769937.1, XP_025769936.1
OG0001049	XP_023116286.1, XP_023116284.1, XP_023116285.1, XP_006936431.1, XP_003992099.1	XP_025769740.1
OG0001050	XP_023116306.1, XP_023116305.1, XP_023116304.1, XP_019666225.1, XP_003992118.1	XP_025769579.1
OG0001051	XP_023094878.1, XP_023094876.1, XP_023094875.1, XP_019666853.1, XP_003992429.2	XP_025784695.1
OG0001052	XP_023095036.1, XP_019667070.1, XP_019667067.1, XP_019667069.1, XP_003992582.1	XP_025784169.1
OG0001053	XP_011284802.1, XP_006936845.1, XP_006936844.1, XP_023095049.1, XP_003992602.1	XP_025784331.1
OG0001054	XP_006936911.1, XP_006936910.1, XP_006936912.1, XP_003992665.1, XP_019667198.1	XP_025784248.1
OG0001055	XP_019667310.1, XP_019667311.1, XP_006936949.1, XP_003992733.1, XP_019667309.1	XP_025784851.1
OG0001056	XP_023095235.1, XP_023095234.1, XP_023095474.1, XP_006937055.1, XP_003992818.1	XP_025784597.1
OG0001057	XP_003992907.1	XP_025783659.1
OG0001057	XP_023095262.1	XP_025783660.1, XP_025783658.1, XP_025783661.1
OG0001058	XP_003992924.3	XP_025784181.1
OG0001058	XP_003992925.2	XP_025784265.1
OG0001058	XP_011284873.1	XP_025784268.1
OG0001059	XP_003993122.2, XP_019667752.1, XP_019667753.1, XP_019667751.1, XP_023095420.1	XP_025784469.1
OG0001060	XP_011285097.1, XP_011285096.1, XP_003993243.1, XP_019667869.1, XP_019667870.1	XP_025784292.1
OG0001061	XP_003993388.2	XP_025783657.1
OG0001061	XP_023094788.1	XP_025783656.1, XP_025784996.1, XP_025784997.1
OG0001062	XP_023096380.1, XP_003994168.1	XP_025773930.1, XP_025773931.1, XP_025773928.1, XP_025773929.1
OG0001063	XP_003994288.2, XP_023096559.1, XP_019669175.2, XP_019669176.2, XP_019669178.2	XP_025774129.1
OG0001064	XP_011285740.1	XP_025773816.1, XP_025773815.1
OG0001064	XP_003994429.1, XP_006938212.1	XP_025773817.1
OG0001065	XP_006938712.2, XP_006938711.2, XP_003994907.2, XP_019670213.2, XP_006938713.2	XP_025789381.1
OG0001066	XP_011286235.1, XP_011286236.1, XP_011286237.1, XP_006938832.1, XP_003995054.1	XP_025786965.1
OG0001067	XP_019670811.1, XP_003995229.1	XP_025787052.1, XP_025787049.1, XP_025787050.1, XP_025787051.1
OG0001068	XP_023098033.1, XP_003995511.2	XP_025787323.1
OG0001068	XP_023098031.1	XP_025787320.1, XP_025787319.1
OG0001069	XP_003995624.1, XP_011286880.1	XP_025790693.1
OG0001069	XP_006939293.1, XP_006939294.1	XP_025790685.1
OG0001070	XP_003995752.1	XP_025790955.1
OG0001070	XP_003995751.1	XP_025791021.1
OG0001070	XP_006939395.1	XP_025791080.1
OG0001071	XP_003995804.1, XP_019671879.1, XP_006939428.1, XP_006939429.1, XP_023098333.1	XP_025767856.1
OG0001072	XP_006939821.1, XP_006939822.1, XP_003996230.1, XP_006939823.1, XP_011287161.1	XP_025776072.1
OG0001073	XP_019672669.1, XP_019672670.1, XP_003996239.1, XP_019672671.1, XP_019672672.1	XP_025776082.1
OG0001074	XP_003996241.4, XP_019672682.1, XP_006939825.1, XP_023100468.1, XP_019672681.1	XP_025776083.1
OG0001075	XP_019672796.1, XP_019672795.1, XP_019672797.1, XP_019672794.1, XP_003996410.1	XP_025776130.1
OG0001076	XP_003996469.1	XP_025774785.1
OG0001076	XP_019672925.1, XP_019672926.1, XP_019672923.1	XP_025774793.1
OG0001077	XP_019673038.1	XP_025771742.1
OG0001077	XP_003996542.1	XP_025771765.1, XP_025771750.1, XP_025771758.1
OG0001078	XP_006940368.1, XP_006940367.1	XP_025773471.1
OG0001078	XP_003996838.1, XP_003996839.1	XP_025773469.1
OG0001079	XP_006940414.1	XP_025773186.1
OG0001079	XP_006940413.1	XP_025773185.1
OG0001079	XP_003996920.2	XP_025773184.1
OG0001080	XP_006940422.1, XP_006940423.1, XP_003996930.1, XP_019673464.1, XP_006940421.1	XP_025773219.1
OG0001081	XP_003997031.1, XP_011287552.1, XP_011287553.1, XP_019673542.1, XP_011287551.1	XP_025773202.1
OG0001082	XP_003997167.1, XP_006940592.1, XP_019673742.1, XP_023099585.1, XP_019673741.1	XP_025783523.1
OG0001083	XP_003997549.1, XP_019674764.1, XP_019674763.1, XP_019674762.1, XP_003997550.1	XP_025770126.1
OG0001084	XP_019674768.1, XP_019674767.1, XP_019674766.1, XP_003997552.3, XP_019674765.1	XP_025770394.1
OG0001085	XP_023101958.1	XP_025770289.1, XP_025770290.1
OG0001085	XP_006941070.1, XP_003997562.1	XP_025770288.1
OG0001086	XP_003997654.3, XP_006941089.2, XP_006941091.2, XP_006941090.2, XP_019674824.2	XP_025770097.1
OG0001087	XP_003997853.1, XP_023101602.1, XP_023101599.1, XP_023101600.1, XP_023101601.1	XP_025770619.1
OG0001088	XP_019675154.2	XP_025770273.1
OG0001088	XP_011288159.1	XP_025770271.1
OG0001088	XP_003997881.1	XP_025770272.1
OG0001089	XP_023100880.1, XP_006941534.1, XP_003998007.1, XP_006941535.1, XP_023100879.1	XP_025770548.1
OG0001090	XP_019675514.1, XP_019675515.1, XP_003998231.1, XP_023100819.1, XP_023100821.1	XP_025776451.1
OG0001091	XP_023101360.1, XP_006941734.2, XP_023101361.1, XP_023101359.1, XP_003998244.2	XP_025776338.1
OG0001092	XP_006941743.1, XP_023101432.1, XP_006941741.1, XP_003998259.1, XP_023101431.1	XP_025776461.1
OG0001093	XP_019675586.1, XP_003998268.1, XP_019675585.1, XP_019675583.1, XP_019675584.1	XP_025776619.1
